



4341	@@17139403	poor-families	gb	between 1920 and 1974 an estimated 150000 children from poor families were sent by religious orders and charities in parts of the british empire where they said they would lead better lives	4
4341	@@17139403	poor-families	gb	the scheme saw an estimated 150000 children sent by religious orders and charities between 1920 and 1974 to parts of the british empire where they said they would lead better lives	4
4341	@@17139403	poor-families	gb	an estimated 150000 children from poor families were sent between 1920 and 1974 in parts of the british empire by religious orders and charities who said they would lead better lives	4
4341	@@17139403	poor-families	gb	between 1920 and 1974 150000 children from poor families were sent to parts of the british empire by religious orders and charities that said they would lead better lives	4
4341	@@17139403	poor-families	gb	between 1920 and 1974 150000 children from poor families were sent to parts of the british empire by religious orders and charities who said they would lead better lives	4
4341	@@17139403	poor-families	gb	between 1920 and 1974 an estimated 150000 children from poor families were sent to parts of the british empire through religious orders and charities who said they would lead a better life	4
4341	@@17139403	poor-families	gb	between 1920 and 1974 an estimated 150000 children from poor families were sent to parts of the british empire by religious orders and charities who said they would lead better lives	4
4341	@@17139403	poor-families	gb	an estimated 150000 children from poor families were sent to parts of the british empire from 1920 to 1974 by religious orders and charities who said they would lead a better life	4
4341	@@17139403	poor-families	gb	an estimated 150000 children from poor families were sent in parts of the british empire between 1920 and 1974 by religious orders and charities that said they would lead better lives	4
4341	@@17139403	poor-families	gb	the scheme saw an estimated 150000 children from poor families sent to parts of the british empire between 1920 and 1974 by religious orders and charities who said they would lead better lives	4
4136	@@22273328	homeless	za	a reconciliation lunch for the durban homeless	2
4136	@@22273328	homeless	za	reconciliation lunch for the homeless communities of durban	2
10352	@@21102155	poor-families	lk	The next immediate problem that cropped up was how to assist the unfortunate couple , as neither of them possessed a birth certificate , a marriage certificate , or even an identity card . The Samurdhi Officer Dhanapala lamented explaining how agonizing it was for him to bear , when he came across the majority of poor families in the village did not possess even an ID to assist them officially .	4
8279	@@21220476	vulnerable	nz	Far more important than the implications for the Economy Gods ( is the dollar up or down ? ) last night 's outcome will also mean many , many vulnerable New Zealanders will have a better life over the next three years at least .	2
1164	@@14727121	poor-families	gh	To strengthen child-sensitive social protection systems , including cash transfer programmes that directly help poor families to pay for food , health care , education and other services that protect children from the impact of poverty and improve their chances of breaking the cycle in their own lives .	4
7568	@@671981	homeless	ca	today homeless women are still searching for the same thing - a place to sleep and to be safe	3
7568	@@671981	homeless	ca	today many homeless women are still searching for the same thing - a place to sleep and be safe	3
7568	@@671981	homeless	ca	today homeless women are still searching for the same thing - a place to sleep and be safe	3
6027	@@4613219	homeless	jm	As a member of Care of Hope , Barnett provides food for the street people catered to by the foundation on a regular basis . She , however , does n't mind having to cook to feed the homeless and the needy she said , because this is basically something that is already up her alley .	4
9343	@@18654587	hopeless	ph	"Lougene has this message to others who may still be hooked on illegal drugs : "" Do n't be hopeless because there is hope . You can still change . That 's why whenever I see on TV drug users and dealers that were killed , I say to myself they should have been given a chance to change by bringing them to a place such as this . """	4
1231	@@1231966	homeless	za	A harrowing journey Night falls early in this part of Morocco now and a cold winter looms , prompting the homeless Africans to take their chances before conditions worsen , and amid sometimes harsh treatment by authorities .	4
911	@@706981	poor-families	nz	Those from poor families were more likely to leave school without qualifications , have babies before they were 20 , commit crimes , go on welfare and have addiction and other mental health problems in adulthood .	4
5431	@@1831253	homeless	ng	In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .	3
9047	@@21547563	homeless	ng	this is part of a renewed effort to focus attention on the plight of orphaned abandoned abused and indigent children across the african continent a passion sirleaf shares with the foundation	3
9047	@@21547563	homeless	ng	this is part of a renewed effort to focus attention on the plight of orphaned abandoned abused and indigent children across the african continent a passion that sirleaf shares with the foundation	3
9047	@@21547563	homeless	ng	it is in a renewed effort to focus attention on the plight of homeless orphans abandoned abused and indigent children across the african continent a passion sirleaf shares with the foundation	3
9047	@@21547563	homeless	ng	this is in a renewed effort to focus attention on the plight of homeless orphaned abandoned abused and indigent children across the african continent a passion which sirleaf shares with the foundation	3
951	@@18505340	homeless	sg	Together with wife Vicky , Cornell established the Chris &amp; Vicky Cornell Foundation , a charity that works with vulnerable children . The charity currently focuses on protecting these children from the ravages of homelessness , poverty , abuse and neglect . <h> 7 . Cuba concert	3
606	@@25243686	vulnerable	gh	Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .	4
6950	@@15823756	homeless	ie	from sleeping rough to publishing  this man's story will make you think twice about ignoring the homeless	3
6950	@@15823756	homeless	ie	from sleeping rough to becoming a published author  the story of this man will make you think twice about not ignoring the homeless	3
6950	@@15823756	homeless	ie	from sleeping rough to becoming a published author  this man's story will make you think twice about ignoring homeless people	3
6950	@@15823756	homeless	ie	from sleeping rough to being a published author  this man's story will make you think twice about ignoring the homeless	3
6950	@@15823756	homeless	ie	from sleep rough to becoming a published author  this man's story will make you think twice about ignoring the homeless	3
6950	@@15823756	homeless	ie	from sleeping rough to becoming a published author  this man's story will make you think twice about ignoring the homeless	3
2385	@@259586	poor-families	au	bruce does a fantastic job training youngsters particularly those coming from the poorest of the poor families who would never have had even the chance to buy a cricket bat	4
2385	@@259586	poor-families	au	bruce has done a fantastic job in training young people especially those from poorest families which would never even have an opportunity to buy a cricket bat 	4
2385	@@259586	poor-families	au	bruce has done a fantastic job of training youngsters especially those coming from the poorest families and would never have had the opportunity to even buy a cricket bat	4
2385	@@259586	poor-families	au	bruce has done a brilliant job of training the youngsters especially those from the poorest of the poor families who would never have even had an opportunity to buy a cricket bat	4
2385	@@259586	poor-families	au	bruce did a fantastic job of training young people especially the children who come from the poorest of the poor families who would never even have had an opportunity to buy a cricket bat	4
2385	@@259586	poor-families	au	bruce has done a fantastic job training youngsters especially those coming from the poorest of the poor families who would never have had the opportunity to even buy a cricket bat	4
2385	@@259586	poor-families	au	bruce has done a fantastic job in training young people especially those coming from the poorest of the poor families who would never have even had an opportunity to buy a cricket bat	4
2385	@@259586	poor-families	au	bruce has done a fantastic job of training youngsters especially those that come from the poorest of the poor families who would never have even had an opportunity to buy a cricket bat	4
4491	@@4231036	poor-families	lk	""" Volleyball is our reputation in schools ' sport . But as an underprivileged school we are not in a position to give all the facilities needed by the players . Moreover these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings . Our boys are very brave to win two or three titles in four to five tournaments annually which is a great achievement from our point of view , "" Lakshan added ."	3
2872	@@18801921	homeless	ca	"Ms. Archibald "" had room in her heart for everyone and believed strongly that every person was to be valued and respected , "" the family said , noting she worked at a homeless shelter prior to moving overseas . "" She would have had no understanding of the callous cruelty that caused her death . """	4
9054	@@20421360	poor-families	in	even though many of these students are selected for subordinate services the service is capable of strengthening their poor families	3
5629	@@3968677	homeless	lk	a child huddled against her pregnant mother among 10 other homeless children with their families in nuwara eliya city struggled on thursday night to protect themselves from freezing temperatures	3
5629	@@3968677	homeless	lk	a child huddled against her pregnant mother among the 10 other homeless children and their families in nuwara eliya town struggling to protect themselves from freezing temperatures	3
5629	@@3968677	homeless	lk	a child huddled against her pregnant mother among 10 other homeless children with their families in nuwara eliya town struggled to shield themselves from freezing temperatures	3
5629	@@3968677	homeless	lk	a child huddled against her pregnant mother among 10 other homeless children with their families in nuwara eliya village struggling to shield themselves from freezing temperatures which fell below eight degrees celsius was among the scenes	3
5629	@@3968677	homeless	lk	a child huddled against her pregnant mother among 10 other homeless children with their families in nuwara eliya town fighting to shield themselves from freezing temperatures which dropped below eight degrees celsius was among the scenes witnessed on thursday night 	3
853	@@2814687	poor-families	au	to pay for meals poor families will need pre-paid cards to help ensure they spend the money on food rather than destructive habit - iain duncan-smith's campaigner	3
853	@@2814687	poor-families	au	it is believed that poor families will be given pre-paid card with pre-paid checks to ensure they spend the money on food rather than using their own destructive habits to the point of suicide	3
853	@@2814687	poor-families	au	the decision will mean poor families will be given pre-paid cards loaded with payment to make sure they spend the money on food rather than their self-destructive habits	3
853	@@2814687	poor-families	au	iain duncan-smith has made clear his feelings about benefits claimants  poor families will be given pre-paid cards loaded with payments to ensure they spend the money on food rather than their self-destructive habits	3
853	@@2814687	poor-families	au	iain duncan-smith made his feelings on benefits claimants clear poor families will be given pre-paid cards loaded with payments to ensure they spend the money on food rather than their self-destructive habits	3
853	@@2814687	poor-families	au	iain duncan-smith has made his feelings about welfare claimants clear  poor families will be given pre-paid cards loaded with payments to make sure they spend the money on food rather than their self-destructive habits	3
2485	@@23386836	in-need	hk	"In addition , Chan revealed that "" care and sharing "" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious ."	3
3920	@@3480066	homeless	lk	5 ) Most Buddhist institutions and temples collectively have no programmes to assist refugees , or provide shelter for homeless children or provide rehabilitation services . In contrast , the well established Christian churches and new evangelical groups are active at village and town levels in helping affected individuals e.g. victims of political violence , come to terms with their grief . Further , they also help people to cope with more mundane problems ( 22 ) .	2
2803	@@1975006	vulnerable	in	The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such brutal crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .	3
668	@@16073148	in-need	sg	He is more than just an employer to his staff , who include young people at risk and single parents . Food and rent are paid for , and he chips in for necessities like children 's allowances or transport fees if someone is in need . Every month , the trained prison counsellor also holds mentorship sessions for his staff .	3
7853	@@23787081	hopeless	pk	islamic philosophy has dealt at length with the study of inherent mental qualities and inclinations among human beings with special reference to moral virtue some human beings are totally inclined to the pursuit of virtue and are consumed by desire for knowledge of the divine world known as m 'arifat or gnosis others tend to be carried away by things and pleasures of the world this last category is described by imam razi in the 12th century as	2
7853	@@23787081	hopeless	pk	islamic philosophy deals at length with the study of inherent mental qualities and inclinations among human beings with special reference to moral virtue some human beings are completely inclined to the pursuit of virtue and consumed by desire for knowledge of the divine world known as m 'arifat or gnosis others tend to be carried away by the things and pleasures of the world there is a middle order of persons who have inclination to gnosis and also have aptitude for	2
7853	@@23787081	hopeless	pk	islamic philosophy has dealt at length with the study of inherent mental qualities and inclinations among human beings with particular reference to moral virtue some human beings are totally inclined to the pursuit of virtue and are consumed with desire for knowledge of the divine world known as m 'arifat or gnosis others tend to be carried away by the things and pleasures of the world there is a middle order of persons who have inclination to gnosis and also possess aptitude for worldly affairs	2
10467	@@20282330	in-need	ng	""" She has one huge platform , and information can go out to places that really need to know what 's going on in her hometown . She has always availed not only her platform , her voice , but also resources -- tangible resources -- to help those most in need in Houston and around . """	3
6052	@@15004107	disabled	my	2017 Budget : More needs to be done for disabled , say groups	3
7110	@@19763834	in-need	my	""" For example , we also extended help to the people of Yong Peng , which is under the opposition , because it is our responsibility to help those who are in need , "" he added ."	3
5082	@@14685994	women	au	asws ceo di gipey said the report highlighted the pressing need to make real changes that will make women and children safe	3
5082	@@14685994	women	au	asws ceo di gipey said the coroner's report has again highlighted the need to make real changes that will make women and children safe	3
5082	@@14685994	women	au	asws ceo di gipey said the coroner's report has highlighted the pressing need to make real changes that will make women and children safe	3
5082	@@14685994	women	au	the coroner's report into the deaths of two women following long histories of domestic violence highlighted the pressing need to make real changes to make women and children safe	3
5082	@@14685994	women	au	asws's ceo di gipey said the coroner's report involving the deaths of two women after long histories of domestic violence again highlighted the urgent need to make real changes to make women and children safe	3
5082	@@14685994	women	au	asws ceo di gipey said the coroner's report on the death of two women after long histories of domestic violence again highlighted the pressing need to make real changes to make women and children safe	3
5082	@@14685994	women	au	asws ceo di gipey said that the coroner's report into the deaths of two women after long histories of domestic violence again highlighted the pressing need to make real changes that will make women and children safe	3
5082	@@14685994	women	au	asws ceo di gipey said that the coroner's report into the deaths of two women after long histories of domestic violence again highlighted the pressing need to make real changes that will make women and children safe 	3
1556	@@20808482	women	hk	saudi president salman said on tuesday that women be allowed to drive cars and other goods carrying out a major reform that rights activists in the islamic kingdom have long	3
1556	@@20808482	women	hk	the king has ordered women to be allowed to drive cars in the kingdom in a move that rights activists have been demanding for a long time in the	3
1556	@@20808482	women	hk	the saudi-led kingdom is now allowing women to drive vehicles through a vast reform which rights activists have been demanding for a long time in the islamic kingdom	3
1556	@@20808482	women	hk	saudi arabia's king salman ordered women to be permitted to drive cars on tuesday carrying out a major reform that rights activists have long been demanding in the islamic kingdom	3
1556	@@20808482	women	hk	saudi arabia's king salman ordered that women be allowed to drive cars carrying out a major reform that rights activists have demanded for a long	3
1556	@@20808482	women	hk	saudi arabia's king salman today ordered that women be permitted to drive cars carrying out a major reform that rights activists have long been demanding in the islamic kingdom	3
1556	@@20808482	women	hk	king salman on tuesday ordered that women be allowed to drive cars carrying out a major reform that rights activists have been demanding in the islamic kingdom for a long	3
1556	@@20808482	women	hk	saudi arabia's king salman on tuesday ordered that women be allowed to drive cars carrying out a major reform that rights activists have been demanding for a long	3
1556	@@20808482	women	hk	king salman on tuesday ordered that women be allowed to drive cars carrying out a major reform that rights activists have been demanding for a long time in the islamic	3
2382	@@10133269	homeless	bd	on thursday dozens of people have become homeless after bulldozers razed their houses to the ground on the streets of the slum and forced them to occupy the	3
2382	@@10133269	homeless	bd	the villagers who were made homeless are occupying the open spaces around the shanty town they call home after their homes were razed to the ground	3
2382	@@10133269	homeless	bd	the homeless are occupying the open spaces surrounding the shanty town that they called home after bulldozers razed their homes to the ground and	3
2382	@@10133269	homeless	bd	thousands of people made homeless in an eviction drive in kalyanpur slum on thursday are occupying the open spaces around the shanty town they called home after the bulldozers razed	3
2382	@@10133269	homeless	bd	thousands of people made homeless by eviction drive in kalyanpur slum are occupying open spaces around the shanty town they called home after bulldozers razed their homes to the ground	3
1416	@@24260078	vulnerable	za	In each and every town or city where a Caxton local paper is distributed , you will find them immersed in their communities , providing assistance with projects that uplift society . A stand-out community newspaper initiative is DICE ( Do I Care Enough ) , a vital component of the Zululand Observer , indelibly linked to Zululand since 1973 . Not only is it involved in the care of the vulnerable and dispossessed , but it is active in all spheres of community upliftment wherever the need may be .	3
5948	@@1791511	disabled	gh	discrimination of the disabled by society is one of the major problems underlying the progress of democratic practice in the country it is always the dream of people with disabilities that their position in society will be positively affected as long as the disability bill is passed	3
2477	@@23829421	disabled	ng	Themed ' March for Our Lives ' , the protesters included children , teenagers , pregnant women , the old and not excluding the disabled who rolled over on their wheel chairs .	3
